firstName,lastName,fullName,avgRating,avgDifficulty,wouldTakeAgainPercent,numRatings,profLegacyId,schoolLongId,schoolName
Bonnie,Sellers,Bonnie Sellers,3.6,2.6,-1.0,7,1756079,U2Nob29sLTQ4MQ==,Kennesaw State University
Crystal,Rast,Crystal Rast,4.5,2.8,-1.0,10,1756947,U2Nob29sLTQ4MQ==,Kennesaw State University
Keona,Lewis,Keona Lewis,4.2,1.8,-1.0,5,1757829,U2Nob29sLTQ4MQ==,Kennesaw State University
Rachel,Kreiter,Rachel Kreiter,1.1,4.3,-1.0,4,1757975,U2Nob29sLTQ4MQ==,Kennesaw State University
Joseph,Choma,Joseph Choma,4.6,1.3,-1.0,4,1758166,U2Nob29sLTQ4MQ==,Kennesaw State University
Claudia,Spiro,Claudia Spiro,1.5,3.7,-1.0,3,1760009,U2Nob29sLTQ4MQ==,Kennesaw State University
Taylor,Sink,Taylor Sink,4.5,2.3,83.3333,50,1760719,U2Nob29sLTQ4MQ==,Kennesaw State University
Sean,Noel,Sean Noel,4.0,1.8,-1.0,4,1761028,U2Nob29sLTQ4MQ==,Kennesaw State University
Janice,Brownlee,Janice Brownlee,1.4,2.1,-1.0,8,1761498,U2Nob29sLTQ4MQ==,Kennesaw State University
Mara,Mandradjieff,Mara Mandradjieff,4.1,2.4,100.0,7,1761907,U2Nob29sLTQ4MQ==,Kennesaw State University
Brian,Dee,Brian Dee,2.9,2.7,-1.0,9,1761924,U2Nob29sLTQ4MQ==,Kennesaw State University
Cameron,Kerfoot,Cameron Kerfoot,4.3,3.2,90.9091,74,1762282,U2Nob29sLTQ4MQ==,Kennesaw State University
Melinda,Paige,Melinda Paige,5.0,5.0,-1.0,2,1762849,U2Nob29sLTQ4MQ==,Kennesaw State University
Jennifer,Davis,Jennifer Davis,2.3,3.6,-1.0,12,1763272,U2Nob29sLTQ4MQ==,Kennesaw State University
Robbie,Certain,Robbie Certain,3.3,2.0,-1.0,2,1763514,U2Nob29sLTQ4MQ==,Kennesaw State University
Kyle,Owenby,Kyle Owenby,1.8,2.2,-1.0,6,1763779,U2Nob29sLTQ4MQ==,Kennesaw State University
Charles,Gibson,Charles Gibson,2.5,3.3,-1.0,4,1763883,U2Nob29sLTQ4MQ==,Kennesaw State University
Reshmi,Hebbar,Reshmi Hebbar,4.1,3.2,-1.0,6,1764686,U2Nob29sLTQ4MQ==,Kennesaw State University
Shannon,Williamson,Shannon Williamson,3.2,2.0,60.0,15,1764690,U2Nob29sLTQ4MQ==,Kennesaw State University
Joshua,Salisbury,Joshua Salisbury,4.9,1.6,100.0,79,1764783,U2Nob29sLTQ4MQ==,Kennesaw State University
Chad,Teat,Chad Teat,4.2,3.3,66.6667,7,1764816,U2Nob29sLTQ4MQ==,Kennesaw State University
Marc,Barbier,Marc Barbier,4.9,1.5,-1.0,8,1764841,U2Nob29sLTQ4MQ==,Kennesaw State University
Komal,Mathew,Komal Mathew,4.9,1.7,-1.0,7,1764848,U2Nob29sLTQ4MQ==,Kennesaw State University
Victoria,Armour-Hileman,Victoria Armour-Hileman,3.6,2.7,75.0,36,1765204,U2Nob29sLTQ4MQ==,Kennesaw State University
Tom,Owsiak,Tom Owsiak,3.9,1.8,-1.0,4,1765250,U2Nob29sLTQ4MQ==,Kennesaw State University
Kristin,Johnson,Kristin Johnson,3.9,2.0,-1.0,4,1765253,U2Nob29sLTQ4MQ==,Kennesaw State University
Debra,Dunklin,Debra Dunklin,1.3,3.7,-1.0,3,1765291,U2Nob29sLTQ4MQ==,Kennesaw State University
Rebecca,Kalman,Rebecca Kalman,4.4,2.9,-1.0,13,1765349,U2Nob29sLTQ4MQ==,Kennesaw State University
Jan,Wikstrom,Jan Wikstrom,5.0,2.3,100.0,6,1765369,U2Nob29sLTQ4MQ==,Kennesaw State University
Alison,Lawson,Alison Lawson,3.7,2.8,-1.0,44,1765676,U2Nob29sLTQ4MQ==,Kennesaw State University
Sarita,Gregory,Sarita Gregory,2.4,2.8,60.0,26,1765692,U2Nob29sLTQ4MQ==,Kennesaw State University
Emily,Dolezal,Emily Dolezal,5.0,1.0,-1.0,1,1765953,U2Nob29sLTQ4MQ==,Kennesaw State University
Kim,Fletcher,Kim Fletcher,4.8,3.0,-1.0,2,1766844,U2Nob29sLTQ4MQ==,Kennesaw State University
Leslie,Bates,Leslie Bates,3.8,1.7,80.0,15,1767526,U2Nob29sLTQ4MQ==,Kennesaw State University
Robert,Beatty,Robert Beatty,2.8,3.8,-1.0,5,1769191,U2Nob29sLTQ4MQ==,Kennesaw State University
Jessica,Quinn,Jessica Quinn,4.4,2.8,-1.0,11,1769477,U2Nob29sLTQ4MQ==,Kennesaw State University
Michael,Murphy,Michael Murphy,5.0,1.2,-1.0,6,1769999,U2Nob29sLTQ4MQ==,Kennesaw State University
Yuri,Feito,Yuri Feito,3.6,2.9,37.5,31,1770007,U2Nob29sLTQ4MQ==,Kennesaw State University
Joshua,Hunt,Joshua Hunt,4.0,1.5,-1.0,2,1770153,U2Nob29sLTQ4MQ==,Kennesaw State University
Sarah,Poulsen,Sarah Poulsen,2.9,2.9,-1.0,11,1770732,U2Nob29sLTQ4MQ==,Kennesaw State University
Tamara,Hurst,Tamara Hurst,5.0,1.0,-1.0,1,1773141,U2Nob29sLTQ4MQ==,Kennesaw State University
Flor,Espinoza,Flor Espinoza,3.3,3.6,-1.0,18,1774440,U2Nob29sLTQ4MQ==,Kennesaw State University
James,Mallory,James Mallory,2.2,3.8,-1.0,5,1774628,U2Nob29sLTQ4MQ==,Kennesaw State University
Lynn,McWhorter,Lynn McWhorter,3.8,2.7,-1.0,10,1774660,U2Nob29sLTQ4MQ==,Kennesaw State University
Wayne,Drews,Wayne Drews,4.9,2.2,100.0,5,1774794,U2Nob29sLTQ4MQ==,Kennesaw State University
George,Lopez,George Lopez,0.0,0.0,-1.0,0,1774950,U2Nob29sLTQ4MQ==,Kennesaw State University
Rhonda,Freeman,Rhonda Freeman,3.2,2.5,33.3333,4,1775534,U2Nob29sLTQ4MQ==,Kennesaw State University
Michael,Johnson,Michael Johnson,3.3,2.8,-1.0,4,1775712,U2Nob29sLTQ4MQ==,Kennesaw State University
Yang,Kang,Yang Kang,3.4,3.0,50.0,25,1776015,U2Nob29sLTQ4MQ==,Kennesaw State University
Kathleen,Brennan,Kathleen Brennan,4.2,2.6,66.6667,5,1777344,U2Nob29sLTQ4MQ==,Kennesaw State University
Gerald,Pierce,Gerald Pierce,4.8,1.3,100.0,19,1778569,U2Nob29sLTQ4MQ==,Kennesaw State University
Anisa,Jahangiri,Anisa Jahangiri,4.9,2.3,100.0,8,1778895,U2Nob29sLTQ4MQ==,Kennesaw State University
Murry,Smith Jr,Murry Smith Jr,4.0,3.0,-1.0,1,1779237,U2Nob29sLTQ4MQ==,Kennesaw State University
Angela,Jackson,Angela Jackson,1.0,3.0,-1.0,1,1779399,U2Nob29sLTQ4MQ==,Kennesaw State University
Brad,Gardner,Brad Gardner,3.7,1.9,100.0,11,1779558,U2Nob29sLTQ4MQ==,Kennesaw State University
Rengen,LI,Rengen LI,1.4,4.5,-1.0,6,1779586,U2Nob29sLTQ4MQ==,Kennesaw State University
Apinut,Sirirojvisuth,Apinut Sirirojvisuth,5.0,2.0,-1.0,1,1780439,U2Nob29sLTQ4MQ==,Kennesaw State University
Dorothy,Morgan,Dorothy Morgan,3.2,2.7,-1.0,3,1781216,U2Nob29sLTQ4MQ==,Kennesaw State University
Etaul,Etaul,Etaul Etaul,0.0,0.0,-1.0,0,1783652,U2Nob29sLTQ4MQ==,Kennesaw State University
Judith,Glick-Smith,Judith Glick-Smith,5.0,1.0,-1.0,2,1784083,U2Nob29sLTQ4MQ==,Kennesaw State University
Neisha,Williams,Neisha Williams,4.2,2.3,85.7143,21,1788013,U2Nob29sLTQ4MQ==,Kennesaw State University
Sean,Kennedy,Sean Kennedy,3.5,2.0,-1.0,2,1788576,U2Nob29sLTQ4MQ==,Kennesaw State University
Brendan,Callahan,Brendan Callahan,3.8,3.7,75.0,13,1788700,U2Nob29sLTQ4MQ==,Kennesaw State University
Erin,Sutherland,Erin Sutherland,2.8,3.7,-1.0,9,1789293,U2Nob29sLTQ4MQ==,Kennesaw State University
Gene,Yon,Gene Yon,3.4,3.0,-1.0,4,1789851,U2Nob29sLTQ4MQ==,Kennesaw State University
Charles,Chang,Charles Chang,3.2,3.0,-1.0,3,1790432,U2Nob29sLTQ4MQ==,Kennesaw State University
Shiva,Nandan,Shiva Nandan,3.0,3.0,-1.0,1,1790500,U2Nob29sLTQ4MQ==,Kennesaw State University
Herbert,Mattford,Herbert Mattford,0.0,0.0,-1.0,0,1790596,U2Nob29sLTQ4MQ==,Kennesaw State University
David,Short,David Short,0.0,0.0,-1.0,0,1790597,U2Nob29sLTQ4MQ==,Kennesaw State University
Leigh,Sharma,Leigh Sharma,3.6,3.6,-1.0,11,1796515,U2Nob29sLTQ4MQ==,Kennesaw State University
Jidong,Yang,Jidong Yang,4.4,2.3,100.0,8,1797038,U2Nob29sLTQ4MQ==,Kennesaw State University
Soyia,Ellison,Soyia Ellison,4.0,2.9,66.6667,19,1797994,U2Nob29sLTQ4MQ==,Kennesaw State University
Antar,Fields,Antar Fields,1.5,4.5,-1.0,15,1799801,U2Nob29sLTQ4MQ==,Kennesaw State University
Charles,Laux,Charles Laux,5.0,1.0,-1.0,2,1800602,U2Nob29sLTQ4MQ==,Kennesaw State University
Shahrzad,Zanjanian,Shahrzad Zanjanian,2.4,3.2,-1.0,5,1801651,U2Nob29sLTQ4MQ==,Kennesaw State University
Pauline,Nelson,Pauline Nelson,3.7,3.2,40.0,13,1801870,U2Nob29sLTQ4MQ==,Kennesaw State University
Valerie,Harrison,Valerie Harrison,1.8,2.5,-1.0,2,1801874,U2Nob29sLTQ4MQ==,Kennesaw State University
Deidra,Hodges,Deidra Hodges,5.0,1.7,-1.0,3,1802738,U2Nob29sLTQ4MQ==,Kennesaw State University
Henry,Elonge,Henry Elonge,2.5,4.0,-1.0,1,1803296,U2Nob29sLTQ4MQ==,Kennesaw State University
Katja,Dell,Katja Dell,4.8,2.5,-1.0,4,1803499,U2Nob29sLTQ4MQ==,Kennesaw State University
Moonki,Hong,Moonki Hong,1.0,3.7,-1.0,3,1803520,U2Nob29sLTQ4MQ==,Kennesaw State University
Lisa,Berg,Lisa Berg,0.0,0.0,-1.0,0,1803521,U2Nob29sLTQ4MQ==,Kennesaw State University
Ruxandra,Serbanescu,Ruxandra Serbanescu,4.4,1.3,-1.0,7,1803531,U2Nob29sLTQ4MQ==,Kennesaw State University
Ron,Sweatland,Ron Sweatland,3.0,2.0,100.0,2,1803679,U2Nob29sLTQ4MQ==,Kennesaw State University
Julie,Lance,Julie Lance,5.0,1.5,-1.0,6,1804139,U2Nob29sLTQ4MQ==,Kennesaw State University
Catherine,Bradford,Catherine Bradford,4.9,1.5,100.0,17,1805624,U2Nob29sLTQ4MQ==,Kennesaw State University
Kuosheng,Ma,Kuosheng Ma,4.0,2.6,100.0,5,1805723,U2Nob29sLTQ4MQ==,Kennesaw State University
Adara,Hinton,Adara Hinton,5.0,2.3,-1.0,3,1806310,U2Nob29sLTQ4MQ==,Kennesaw State University
Jonathan,Lartigue,Jonathan Lartigue,2.6,4.6,33.3333,15,1806651,U2Nob29sLTQ4MQ==,Kennesaw State University
Raquel,Rimpola,Raquel Rimpola,1.8,4.0,-1.0,4,1806670,U2Nob29sLTQ4MQ==,Kennesaw State University
Josie,Baudier,Josie Baudier,5.0,2.0,-1.0,2,1806751,U2Nob29sLTQ4MQ==,Kennesaw State University
Felice,Russell,Felice Russell,3.3,2.0,0.0,2,1806755,U2Nob29sLTQ4MQ==,Kennesaw State University
Brian,Russell,Brian Russell,4.5,1.0,-1.0,1,1807152,U2Nob29sLTQ4MQ==,Kennesaw State University
Thomas,Devaney,Thomas Devaney,3.9,3.3,100.0,20,1808448,U2Nob29sLTQ4MQ==,Kennesaw State University
Suzan,Alateek,Suzan Alateek,3.1,3.0,0.0,15,1808901,U2Nob29sLTQ4MQ==,Kennesaw State University
Bryce,McGowan,Bryce McGowan,2.5,3.8,48.1481,61,1810474,U2Nob29sLTQ4MQ==,Kennesaw State University
Willajoya,Hicks,Willajoya Hicks,4.2,1.8,100.0,5,1811684,U2Nob29sLTQ4MQ==,Kennesaw State University
Denise,Eggersman,Denise Eggersman,4.3,1.4,100.0,22,1812125,U2Nob29sLTQ4MQ==,Kennesaw State University
Marcy,Hehnly,Marcy Hehnly,4.9,1.4,-1.0,9,1812204,U2Nob29sLTQ4MQ==,Kennesaw State University
Brian,Forrester,Brian Forrester,2.5,3.3,-1.0,9,1812574,U2Nob29sLTQ4MQ==,Kennesaw State University
Cheryl,Williams,Cheryl Williams,1.4,3.7,-1.0,7,1813245,U2Nob29sLTQ4MQ==,Kennesaw State University
Corliss,Heath,Corliss Heath,3.8,2.7,-1.0,3,1814422,U2Nob29sLTQ4MQ==,Kennesaw State University
Sandra,Padilla,Sandra Padilla,0.0,0.0,-1.0,0,1814491,U2Nob29sLTQ4MQ==,Kennesaw State University
Nathaniel,Padilla,Nathaniel Padilla,5.0,1.0,100.0,4,1814706,U2Nob29sLTQ4MQ==,Kennesaw State University
LaVorious,Mullins,LaVorious Mullins,0.0,0.0,-1.0,0,1814743,U2Nob29sLTQ4MQ==,Kennesaw State University
Edoh,Agbehonou,Edoh Agbehonou,2.9,3.6,-1.0,23,1814909,U2Nob29sLTQ4MQ==,Kennesaw State University
Carol,Shepherd,Carol Shepherd,2.6,4.3,-1.0,4,1814933,U2Nob29sLTQ4MQ==,Kennesaw State University
Patrick,Ludolph,Patrick Ludolph,4.0,2.5,-1.0,2,1817153,U2Nob29sLTQ4MQ==,Kennesaw State University
Brenda,Brown,Brenda Brown,1.4,3.9,-1.0,10,1817420,U2Nob29sLTQ4MQ==,Kennesaw State University
Earl,Howell,Earl Howell,3.9,2.3,-1.0,7,1817777,U2Nob29sLTQ4MQ==,Kennesaw State University
Eric,Dickinson,Eric Dickinson,4.0,3.0,-1.0,1,1817829,U2Nob29sLTQ4MQ==,Kennesaw State University
Aaron,Harcrow,Aaron Harcrow,1.2,4.3,-1.0,3,1818141,U2Nob29sLTQ4MQ==,Kennesaw State University
Christie,Emerson,Christie Emerson,5.0,3.0,100.0,2,1818155,U2Nob29sLTQ4MQ==,Kennesaw State University
Bernardo,Amparan,Bernardo Amparan,2.5,3.4,11.1111,19,1818515,U2Nob29sLTQ4MQ==,Kennesaw State University
Kevin,McFall,Kevin McFall,4.3,3.4,100.0,10,1819541,U2Nob29sLTQ4MQ==,Kennesaw State University
Gena,Hood,Gena Hood,2.0,4.0,-1.0,1,1820292,U2Nob29sLTQ4MQ==,Kennesaw State University
Michael,Carroll,Michael Carroll,3.3,2.4,62.5,18,1820350,U2Nob29sLTQ4MQ==,Kennesaw State University
Mary,De Chesnay,Mary De Chesnay,4.8,1.7,100.0,3,1821917,U2Nob29sLTQ4MQ==,Kennesaw State University
Cynthia,Michota,Cynthia Michota,4.5,2.2,90.9091,28,1823734,U2Nob29sLTQ4MQ==,Kennesaw State University
Matthew,Brinsmaid,Matthew Brinsmaid,4.8,2.0,100.0,52,1824319,U2Nob29sLTQ4MQ==,Kennesaw State University
Lawrence E,Gold,Lawrence E Gold,0.0,0.0,-1.0,0,1824902,U2Nob29sLTQ4MQ==,Kennesaw State University
Michael,Morris,Michael Morris,3.3,2.5,-1.0,2,1826709,U2Nob29sLTQ4MQ==,Kennesaw State University
Sondra,Smith,Sondra Smith,4.0,2.7,50.0,13,1828433,U2Nob29sLTQ4MQ==,Kennesaw State University
Kevin,Goldberg,Kevin Goldberg,4.2,1.9,100.0,22,1829663,U2Nob29sLTQ4MQ==,Kennesaw State University
Lisa,Henriott,Lisa Henriott,3.7,3.7,-1.0,3,1831488,U2Nob29sLTQ4MQ==,Kennesaw State University
Toni,Sellers-Pitts,Toni Sellers-Pitts,4.5,2.0,-1.0,2,1831489,U2Nob29sLTQ4MQ==,Kennesaw State University
Dwan,Simmons,Dwan Simmons,2.3,3.5,-1.0,15,1832989,U2Nob29sLTQ4MQ==,Kennesaw State University
Komla,Dzigbede,Komla Dzigbede,1.0,5.0,0.0,1,1833161,U2Nob29sLTQ4MQ==,Kennesaw State University
Debra,White,Debra White,1.0,5.0,-1.0,1,1835853,U2Nob29sLTQ4MQ==,Kennesaw State University
Samuel,Polizzi,Samuel Polizzi,4.0,1.5,-1.0,2,1836427,U2Nob29sLTQ4MQ==,Kennesaw State University
Mary,Akerman,Mary Akerman,2.1,3.0,22.2222,28,1836596,U2Nob29sLTQ4MQ==,Kennesaw State University
Tanya,Brown,Tanya Brown,4.8,1.8,-1.0,5,1836857,U2Nob29sLTQ4MQ==,Kennesaw State University
Jacob,Rump,Jacob Rump,4.5,3.3,-1.0,14,1837449,U2Nob29sLTQ4MQ==,Kennesaw State University
Kimberly,Fortenberry,Kimberly Fortenberry,2.0,2.3,0.0,10,1838225,U2Nob29sLTQ4MQ==,Kennesaw State University
Jae,Turner,Jae Turner,3.8,3.0,-1.0,4,1838390,U2Nob29sLTQ4MQ==,Kennesaw State University
Jing,He,Jing He,1.7,4.3,22.2222,13,1838942,U2Nob29sLTQ4MQ==,Kennesaw State University
Nelda,Hadaway,Nelda Hadaway,1.7,4.5,20.5882,59,1839631,U2Nob29sLTQ4MQ==,Kennesaw State University
Cynthia,Frank,Cynthia Frank,4.5,2.0,-1.0,1,1840043,U2Nob29sLTQ4MQ==,Kennesaw State University
Richard,Garrett,Richard Garrett,1.2,4.7,0.0,7,1840386,U2Nob29sLTQ4MQ==,Kennesaw State University
Ophelia,Santos,Ophelia Santos,2.5,4.0,-1.0,22,1840517,U2Nob29sLTQ4MQ==,Kennesaw State University
Judith,Quinby,Judith Quinby,5.0,3.0,-1.0,1,1841422,U2Nob29sLTQ4MQ==,Kennesaw State University
Carrin,Harrison,Carrin Harrison,4.0,2.3,66.6667,35,1841741,U2Nob29sLTQ4MQ==,Kennesaw State University
Anna,Terry,Anna Terry,4.0,5.0,-1.0,1,1841898,U2Nob29sLTQ4MQ==,Kennesaw State University
Seth,Martin,Seth Martin,4.9,1.5,-1.0,17,1842656,U2Nob29sLTQ4MQ==,Kennesaw State University
Tim,Lubben,Tim Lubben,3.9,1.6,90.0,25,1843290,U2Nob29sLTQ4MQ==,Kennesaw State University
Roger,Graham,Roger Graham,3.7,2.2,100.0,40,1843761,U2Nob29sLTQ4MQ==,Kennesaw State University
Heather,Craytor,Heather Craytor,3.6,2.6,-1.0,14,1844032,U2Nob29sLTQ4MQ==,Kennesaw State University
BO,Hayes,BO Hayes,4.5,3.3,-1.0,9,1845646,U2Nob29sLTQ4MQ==,Kennesaw State University
Beth,Rogers,Beth Rogers,2.8,3.3,41.3793,43,1845871,U2Nob29sLTQ4MQ==,Kennesaw State University
Junghyun,Kim,Junghyun Kim,2.5,4.5,100.0,2,1846220,U2Nob29sLTQ4MQ==,Kennesaw State University
Danielle,Lahanas,Danielle Lahanas,4.4,2.3,91.6667,15,1846593,U2Nob29sLTQ4MQ==,Kennesaw State University
Katie,McIntyre,Katie McIntyre,4.8,1.9,-1.0,10,1847308,U2Nob29sLTQ4MQ==,Kennesaw State University
Steven,Onofiok,Steven Onofiok,2.3,3.7,18.1818,39,1847402,U2Nob29sLTQ4MQ==,Kennesaw State University
Tom,Chang,Tom Chang,2.5,3.4,100.0,16,1847638,U2Nob29sLTQ4MQ==,Kennesaw State University
Rachel,Myers,Rachel Myers,3.8,2.8,100.0,4,1848035,U2Nob29sLTQ4MQ==,Kennesaw State University
Michael,Leitson,Michael Leitson,3.6,2.8,-1.0,4,1848259,U2Nob29sLTQ4MQ==,Kennesaw State University
Anita,Burch,Anita Burch,5.0,1.0,-1.0,1,1848720,U2Nob29sLTQ4MQ==,Kennesaw State University
Debarati,Sen,Debarati Sen,4.0,2.5,50.0,10,1848900,U2Nob29sLTQ4MQ==,Kennesaw State University
Todd,Hendricks,Todd Hendricks,3.0,3.3,100.0,12,1849107,U2Nob29sLTQ4MQ==,Kennesaw State University
Felix,Lonji,Felix Lonji,1.8,2.0,-1.0,3,1849175,U2Nob29sLTQ4MQ==,Kennesaw State University
Elizabeth,Hollis,Elizabeth Hollis,3.7,1.3,100.0,3,1849182,U2Nob29sLTQ4MQ==,Kennesaw State University
Adam,Knowles,Adam Knowles,5.0,1.8,-1.0,4,1849334,U2Nob29sLTQ4MQ==,Kennesaw State University
Neeley,Gossett,Neeley Gossett,2.3,1.8,-1.0,6,1849363,U2Nob29sLTQ4MQ==,Kennesaw State University
Brian,Vann,Brian Vann,4.3,2.0,-1.0,4,1850033,U2Nob29sLTQ4MQ==,Kennesaw State University
Samir,Moghazy,Samir Moghazy,2.5,4.5,-1.0,2,1850069,U2Nob29sLTQ4MQ==,Kennesaw State University
Adrienne,King,Adrienne King,2.4,3.3,0.0,18,1850459,U2Nob29sLTQ4MQ==,Kennesaw State University
Amani,Channel,Amani Channel,4.3,2.6,-1.0,7,1850470,U2Nob29sLTQ4MQ==,Kennesaw State University
Kina Nyree,McCanns,Kina Nyree McCanns,4.3,1.7,-1.0,3,1851544,U2Nob29sLTQ4MQ==,Kennesaw State University
Dana,Norman,Dana Norman,5.0,1.0,-1.0,1,1852247,U2Nob29sLTQ4MQ==,Kennesaw State University
Katie,McIntyre Reece,Katie McIntyre Reece,4.8,1.9,-1.0,9,1852861,U2Nob29sLTQ4MQ==,Kennesaw State University
Katherine,Ebener,Katherine Ebener,3.5,2.3,-1.0,15,1852978,U2Nob29sLTQ4MQ==,Kennesaw State University
Karen,Boettler,Karen Boettler,3.1,2.5,100.0,8,1853079,U2Nob29sLTQ4MQ==,Kennesaw State University
Richard,Mosholder,Richard Mosholder,2.2,2.4,42.8571,25,1853206,U2Nob29sLTQ4MQ==,Kennesaw State University
Hoseon,Lee,Hoseon Lee,3.7,2.9,96.0,38,1853516,U2Nob29sLTQ4MQ==,Kennesaw State University
Donal,Harrison,Donal Harrison,3.9,3.5,-1.0,8,1853746,U2Nob29sLTQ4MQ==,Kennesaw State University
Augustus,Jordan,Augustus Jordan,3.2,1.5,-1.0,12,1853760,U2Nob29sLTQ4MQ==,Kennesaw State University
Ruth,Yow,Ruth Yow,4.9,2.0,-1.0,9,1854485,U2Nob29sLTQ4MQ==,Kennesaw State University
Himanshu,Chhita,Himanshu Chhita,4.8,1.5,-1.0,2,1854721,U2Nob29sLTQ4MQ==,Kennesaw State University
Julia,Brock,Julia Brock,5.0,2.0,-1.0,1,1854723,U2Nob29sLTQ4MQ==,Kennesaw State University
Seth,Clark,Seth Clark,3.5,3.5,66.6667,13,1855003,U2Nob29sLTQ4MQ==,Kennesaw State University
Lucila,Berdugo,Lucila Berdugo,4.8,1.0,-1.0,3,1855252,U2Nob29sLTQ4MQ==,Kennesaw State University
Phillip,Poskus,Phillip Poskus,1.8,4.3,-1.0,6,1855758,U2Nob29sLTQ4MQ==,Kennesaw State University
Chao,Peng,Chao Peng,2.8,2.5,-1.0,2,1855799,U2Nob29sLTQ4MQ==,Kennesaw State University
Caitlyn,Barron,Caitlyn Barron,2.0,2.5,-1.0,2,1855945,U2Nob29sLTQ4MQ==,Kennesaw State University
Alicia,Brown,Alicia Brown,3.6,1.9,-1.0,18,1856017,U2Nob29sLTQ4MQ==,Kennesaw State University
Edward,Charrette,Edward Charrette,5.0,1.3,-1.0,3,1856458,U2Nob29sLTQ4MQ==,Kennesaw State University
Chandra,Ward,Chandra Ward,3.5,2.5,-1.0,13,1859094,U2Nob29sLTQ4MQ==,Kennesaw State University
Matthew,Pearch,Matthew Pearch,4.1,1.6,-1.0,15,1859172,U2Nob29sLTQ4MQ==,Kennesaw State University
Judy,Craven,Judy Craven,2.3,2.5,-1.0,2,1859898,U2Nob29sLTQ4MQ==,Kennesaw State University
Sarah,Cantrell,Sarah Cantrell,3.1,2.4,-1.0,5,1859916,U2Nob29sLTQ4MQ==,Kennesaw State University
Kate,Knudsen,Kate Knudsen,2.9,2.8,50.0,7,1860909,U2Nob29sLTQ4MQ==,Kennesaw State University
David,Seem,David Seem,5.0,1.0,-1.0,1,1860913,U2Nob29sLTQ4MQ==,Kennesaw State University
Stewart,Tarvin,Stewart Tarvin,4.9,1.8,-1.0,4,1860918,U2Nob29sLTQ4MQ==,Kennesaw State University
Julia,Morrissey,Julia Morrissey,4.5,1.5,100.0,4,1862160,U2Nob29sLTQ4MQ==,Kennesaw State University
Candace,Deal,Candace Deal,4.0,2.6,83.3333,38,1862594,U2Nob29sLTQ4MQ==,Kennesaw State University
Levin,Arnsperger,Levin Arnsperger,4.5,2.5,0.0,6,1862649,U2Nob29sLTQ4MQ==,Kennesaw State University
MacKleen,Gresham,MacKleen Gresham,4.0,2.5,100.0,15,1863944,U2Nob29sLTQ4MQ==,Kennesaw State University
Pamela,Roach,Pamela Roach,4.8,2.0,-1.0,3,1865102,U2Nob29sLTQ4MQ==,Kennesaw State University
Alice,Jackson,Alice Jackson,2.0,2.0,50.0,5,1865114,U2Nob29sLTQ4MQ==,Kennesaw State University
Stefanie,Wuertz-Hurley,Stefanie Wuertz-Hurley,4.4,3.5,87.5,12,1865374,U2Nob29sLTQ4MQ==,Kennesaw State University
Stacie-Jo,Parkins,Stacie-Jo Parkins,3.0,2.0,-1.0,1,1866263,U2Nob29sLTQ4MQ==,Kennesaw State University
Danny,Walker,Danny Walker,1.8,3.2,-1.0,6,1867397,U2Nob29sLTQ4MQ==,Kennesaw State University
Martina,Balic,Martina Balic,2.5,3.7,100.0,3,1870236,U2Nob29sLTQ4MQ==,Kennesaw State University
Chi,Zhang,Chi Zhang,4.0,1.0,100.0,1,1870612,U2Nob29sLTQ4MQ==,Kennesaw State University
Barbara,Dusterhoff,Barbara Dusterhoff,5.0,2.5,-1.0,4,1872298,U2Nob29sLTQ4MQ==,Kennesaw State University
Claudia,Stura,Claudia Stura,3.5,2.0,-1.0,3,1872651,U2Nob29sLTQ4MQ==,Kennesaw State University
Aldrika,Boyle,Aldrika Boyle,4.3,1.0,-1.0,2,1872699,U2Nob29sLTQ4MQ==,Kennesaw State University
Anna,Varjasi,Anna Varjasi,4.4,2.5,-1.0,8,1872854,U2Nob29sLTQ4MQ==,Kennesaw State University
YE,Zhongxia,YE Zhongxia,3.5,3.5,-1.0,2,1873159,U2Nob29sLTQ4MQ==,Kennesaw State University
Matt,Duffy,Matt Duffy,2.7,3.6,-1.0,7,1873613,U2Nob29sLTQ4MQ==,Kennesaw State University
Amanda,Rollason,Amanda Rollason,4.1,2.6,-1.0,16,1874677,U2Nob29sLTQ4MQ==,Kennesaw State University
Julia,Clem,Julia Clem,3.8,1.8,-1.0,4,1875055,U2Nob29sLTQ4MQ==,Kennesaw State University
Soohyun,Yun,Soohyun Yun,4.2,2.3,-1.0,3,1879604,U2Nob29sLTQ4MQ==,Kennesaw State University
Debra,Mahan,Debra Mahan,4.7,1.7,100.0,3,1882885,U2Nob29sLTQ4MQ==,Kennesaw State University
Rasheed,Akinyemi,Rasheed Akinyemi,1.0,5.0,-1.0,1,1884126,U2Nob29sLTQ4MQ==,Kennesaw State University
Petrina,Fowler,Petrina Fowler,4.9,2.5,100.0,6,1884161,U2Nob29sLTQ4MQ==,Kennesaw State University
Mathes,Dayananda,Mathes Dayananda,4.7,2.0,100.0,9,1884924,U2Nob29sLTQ4MQ==,Kennesaw State University
Woodrow,Winchester,Woodrow Winchester,2.3,2.0,100.0,2,1885586,U2Nob29sLTQ4MQ==,Kennesaw State University
Paul,Fox,Paul Fox,3.1,3.8,-1.0,21,1886027,U2Nob29sLTQ4MQ==,Kennesaw State University
Ferdinand,Danson,Ferdinand Danson,0.0,0.0,-1.0,0,1886108,U2Nob29sLTQ4MQ==,Kennesaw State University
