firstName,lastName,fullName,avgRating,avgDifficulty,wouldTakeAgainPercent,numRatings,profLegacyId,schoolLongId,schoolName
David,Cook,David Cook,0.0,0.0,-1.0,0,2147745,U2Nob29sLTQ4MQ==,Kennesaw State University
Robbie,Hackworth,Robbie Hackworth,1.0,4.7,0.0,3,2149680,U2Nob29sLTQ4MQ==,Kennesaw State University
Leslie,Pourreau,Leslie Pourreau,0.0,0.0,-1.0,0,2154687,U2Nob29sLTQ4MQ==,Kennesaw State University
Angela,Luvara,Angela Luvara,0.0,0.0,-1.0,0,2155238,U2Nob29sLTQ4MQ==,Kennesaw State University
Christopher,Graves,Christopher Graves,0.0,0.0,-1.0,0,2155585,U2Nob29sLTQ4MQ==,Kennesaw State University
Brian,Culp,Brian Culp,4.8,2.0,100.0,7,2155903,U2Nob29sLTQ4MQ==,Kennesaw State University
Busse,David,Busse David,0.0,0.0,-1.0,0,2156755,U2Nob29sLTQ4MQ==,Kennesaw State University
Selena,Collins Patterson,Selena Collins Patterson,3.0,1.0,100.0,1,2156761,U2Nob29sLTQ4MQ==,Kennesaw State University
Julie,Moore,Julie Moore,0.0,0.0,-1.0,0,2156886,U2Nob29sLTQ4MQ==,Kennesaw State University
Cameron,Miller,Cameron Miller,5.0,1.0,100.0,2,2157034,U2Nob29sLTQ4MQ==,Kennesaw State University
John,Eidson,John Eidson,3.0,3.0,100.0,1,2157370,U2Nob29sLTQ4MQ==,Kennesaw State University
Janet,Ward,Janet Ward,5.0,1.0,100.0,2,2158461,U2Nob29sLTQ4MQ==,Kennesaw State University
Audrey,Redmond,Audrey Redmond,0.0,0.0,-1.0,0,2158733,U2Nob29sLTQ4MQ==,Kennesaw State University
Ingle,Larkin,Ingle Larkin,5.0,4.0,100.0,1,2158879,U2Nob29sLTQ4MQ==,Kennesaw State University
Howard,Davenport,Howard Davenport,4.7,2.8,100.0,9,2159016,U2Nob29sLTQ4MQ==,Kennesaw State University
Michael,Kenney,Michael Kenney,5.0,2.0,100.0,1,2159082,U2Nob29sLTQ4MQ==,Kennesaw State University
Seema,Dahal,Seema Dahal,5.0,1.5,100.0,2,2162218,U2Nob29sLTQ4MQ==,Kennesaw State University
Clayton,Parker,Clayton Parker,0.0,0.0,-1.0,0,2162405,U2Nob29sLTQ4MQ==,Kennesaw State University
Robert,Keyser,Robert Keyser,5.0,2.5,100.0,2,2162992,U2Nob29sLTQ4MQ==,Kennesaw State University
Eric,Podchaski,Eric Podchaski,4.1,2.1,83.3333,24,2163129,U2Nob29sLTQ4MQ==,Kennesaw State University
Allison,Webb,Allison Webb,3.9,3.3,87.5,8,2163159,U2Nob29sLTQ4MQ==,Kennesaw State University
Andreas,Kohler,Andreas Kohler,0.0,0.0,-1.0,0,2163224,U2Nob29sLTQ4MQ==,Kennesaw State University
Smith,Smith,Smith Smith,5.0,3.7,100.0,3,2164016,U2Nob29sLTQ4MQ==,Kennesaw State University
Bradley,Gardner,Bradley Gardner,4.3,1.4,78.5714,14,2164059,U2Nob29sLTQ4MQ==,Kennesaw State University
John,Stout,John Stout,4.9,1.6,100.0,10,2165906,U2Nob29sLTQ4MQ==,Kennesaw State University
Lakeitha,Wilson,Lakeitha Wilson,3.4,3.4,62.5,8,2166803,U2Nob29sLTQ4MQ==,Kennesaw State University
Rachael,Russell,Rachael Russell,3.1,3.4,50.0,14,2166847,U2Nob29sLTQ4MQ==,Kennesaw State University
Monisha,Verma,Monisha Verma,3.6,3.5,73.0769,26,2167290,U2Nob29sLTQ4MQ==,Kennesaw State University
Josh,Martin,Josh Martin,5.0,1.0,100.0,1,2168092,U2Nob29sLTQ4MQ==,Kennesaw State University
David,Burns,David Burns,0.0,0.0,-1.0,0,2169040,U2Nob29sLTQ4MQ==,Kennesaw State University
Tara,Turner,Tara Turner,4.0,2.0,100.0,1,2169271,U2Nob29sLTQ4MQ==,Kennesaw State University
Kris,Ford,Kris Ford,4.4,2.5,92.8571,14,2169321,U2Nob29sLTQ4MQ==,Kennesaw State University
Pranaya,Rana,Pranaya Rana,4.2,2.3,83.3333,6,2169653,U2Nob29sLTQ4MQ==,Kennesaw State University
Katherine,Wilhite,Katherine Wilhite,4.0,2.0,50.0,2,2169883,U2Nob29sLTQ4MQ==,Kennesaw State University
Adrianna,Rajkumar,Adrianna Rajkumar,3.1,2.7,53.3333,15,2169894,U2Nob29sLTQ4MQ==,Kennesaw State University
Mohammad,Obeidat,Mohammad Obeidat,0.0,0.0,-1.0,0,2170282,U2Nob29sLTQ4MQ==,Kennesaw State University
Alexander,Giles,Alexander Giles,4.7,3.7,100.0,3,2170433,U2Nob29sLTQ4MQ==,Kennesaw State University
Elsye,Barahona-Murphey,Elsye Barahona-Murphey,3.0,3.3,53.8462,13,2173015,U2Nob29sLTQ4MQ==,Kennesaw State University
Farzan,Jafeh,Farzan Jafeh,3.9,3.5,77.7778,12,2173061,U2Nob29sLTQ4MQ==,Kennesaw State University
Jeff,Benedict,Jeff Benedict,5.0,2.6,100.0,5,2173065,U2Nob29sLTQ4MQ==,Kennesaw State University
Sridhar,Palle,Sridhar Palle,4.6,2.1,81.8182,11,2174532,U2Nob29sLTQ4MQ==,Kennesaw State University
Aaron,Graham,Aaron Graham,4.7,2.2,96.6667,30,2175047,U2Nob29sLTQ4MQ==,Kennesaw State University
Keisha,Braswell,Keisha Braswell,1.5,1.0,0.0,2,2175369,U2Nob29sLTQ4MQ==,Kennesaw State University
Margaret,Hunt,Margaret Hunt,1.0,2.0,0.0,1,2175840,U2Nob29sLTQ4MQ==,Kennesaw State University
Joseph,Eyles,Joseph Eyles,4.3,2.1,90.0,10,2177023,U2Nob29sLTQ4MQ==,Kennesaw State University
Ana,Cruz,Ana Cruz,4.9,3.0,85.7143,7,2177825,U2Nob29sLTQ4MQ==,Kennesaw State University
Kara,Coleman,Kara Coleman,3.0,2.0,100.0,1,2177927,U2Nob29sLTQ4MQ==,Kennesaw State University
Rayniece,Jean-Sigur,Rayniece Jean-Sigur,4.0,2.0,100.0,1,2178463,U2Nob29sLTQ4MQ==,Kennesaw State University
Sherri,Cheshire,Sherri Cheshire,5.0,2.0,100.0,2,2178472,U2Nob29sLTQ4MQ==,Kennesaw State University
Leila,Barber,Leila Barber,4.0,3.0,100.0,1,2178478,U2Nob29sLTQ4MQ==,Kennesaw State University
Donghyun,Kim,Donghyun Kim,2.3,3.4,27.2727,11,2179810,U2Nob29sLTQ4MQ==,Kennesaw State University
Thomas,MacMaster,Thomas MacMaster,4.8,2.1,100.0,18,2180010,U2Nob29sLTQ4MQ==,Kennesaw State University
Ian,Sullivan,Ian Sullivan,4.1,2.7,90.0,10,2180488,U2Nob29sLTQ4MQ==,Kennesaw State University
Bo,Kim,Bo Kim,2.3,3.4,28.5714,28,2181671,U2Nob29sLTQ4MQ==,Kennesaw State University
Xiaohua,Xu,Xiaohua Xu,4.0,2.0,72.7273,11,2181959,U2Nob29sLTQ4MQ==,Kennesaw State University
Natalia,Meneses,Natalia Meneses,4.5,2.8,100.0,4,2181974,U2Nob29sLTQ4MQ==,Kennesaw State University
Barbara,Bernal,Barbara Bernal,3.0,3.0,0.0,1,2182142,U2Nob29sLTQ4MQ==,Kennesaw State University
Rick,Mosholder,Rick Mosholder,3.5,1.5,50.0,2,2182365,U2Nob29sLTQ4MQ==,Kennesaw State University
Gil,Eisner,Gil Eisner,4.5,1.5,100.0,2,2182532,U2Nob29sLTQ4MQ==,Kennesaw State University
Maureen,Kperogi,Maureen Kperogi,3.3,2.8,66.6667,12,2182791,U2Nob29sLTQ4MQ==,Kennesaw State University
Michael,Gallivan,Michael Gallivan,1.3,4.3,0.0,4,2182872,U2Nob29sLTQ4MQ==,Kennesaw State University
Rhiannon,Evangelista,Rhiannon Evangelista,5.0,2.0,100.0,1,2183547,U2Nob29sLTQ4MQ==,Kennesaw State University
Elaheh,Demirchelie,Elaheh Demirchelie,5.0,4.0,100.0,5,2183767,U2Nob29sLTQ4MQ==,Kennesaw State University
Hillary,Scales-Lewis,Hillary Scales-Lewis,3.5,2.8,75.0,4,2184262,U2Nob29sLTQ4MQ==,Kennesaw State University
Justin,Anderson,Justin Anderson,5.0,2.5,100.0,2,2184308,U2Nob29sLTQ4MQ==,Kennesaw State University
Mingon,Kang,Mingon Kang,4.0,3.3,85.7143,7,2184322,U2Nob29sLTQ4MQ==,Kennesaw State University
Jere,Link,Jere Link,2.9,4.0,42.8571,7,2184562,U2Nob29sLTQ4MQ==,Kennesaw State University
Na-Rae,Kim,Na-Rae Kim,3.3,3.0,50.0,4,2184732,U2Nob29sLTQ4MQ==,Kennesaw State University
Lauren,Bearden,Lauren Bearden,5.0,1.3,100.0,9,2184875,U2Nob29sLTQ4MQ==,Kennesaw State University
Sharon,Masinelli,Sharon Masinelli,5.0,1.0,100.0,1,2185128,U2Nob29sLTQ4MQ==,Kennesaw State University
Christopher,Summerlin,Christopher Summerlin,3.2,3.0,64.7059,17,2185497,U2Nob29sLTQ4MQ==,Kennesaw State University
Jasmine,Younge,Jasmine Younge,0.0,0.0,-1.0,0,2185699,U2Nob29sLTQ4MQ==,Kennesaw State University
Christina,Mullis,Christina Mullis,5.0,2.0,100.0,1,2185765,U2Nob29sLTQ4MQ==,Kennesaw State University
Danelle,Dyckhoff Stelzriede,Danelle Dyckhoff Stelzriede,4.8,1.8,100.0,16,2185843,U2Nob29sLTQ4MQ==,Kennesaw State University
David,Garner,David Garner,5.0,1.3,100.0,3,2185987,U2Nob29sLTQ4MQ==,Kennesaw State University
Matthew,Lewis,Matthew Lewis,4.7,1.7,100.0,3,2186043,U2Nob29sLTQ4MQ==,Kennesaw State University
Selena,Patterson,Selena Patterson,0.0,0.0,-1.0,0,2186062,U2Nob29sLTQ4MQ==,Kennesaw State University
Clayton,Owens,Clayton Owens,2.3,4.1,36.3636,33,2186141,U2Nob29sLTQ4MQ==,Kennesaw State University
Sarah,Matta,Sarah Matta,3.5,1.5,50.0,2,2186283,U2Nob29sLTQ4MQ==,Kennesaw State University
Kristen,Tardio,Kristen Tardio,1.9,4.1,20.0,15,2186726,U2Nob29sLTQ4MQ==,Kennesaw State University
Lashaundra,Fambro,Lashaundra Fambro,3.7,4.3,66.6667,3,2186986,U2Nob29sLTQ4MQ==,Kennesaw State University
Tejaswini,Nalamothu,Tejaswini Nalamothu,3.7,2.5,64.2857,14,2187419,U2Nob29sLTQ4MQ==,Kennesaw State University
Edwin,Baidoo,Edwin Baidoo,3.0,3.3,33.3333,3,2187684,U2Nob29sLTQ4MQ==,Kennesaw State University
Adrienne,Williamson,Adrienne Williamson,2.4,3.6,30.7692,39,2187823,U2Nob29sLTQ4MQ==,Kennesaw State University
Kasey,Harvill,Kasey Harvill,5.0,2.0,100.0,5,2187888,U2Nob29sLTQ4MQ==,Kennesaw State University
Samuel,Delgado,Samuel Delgado,0.0,0.0,-1.0,0,2188010,U2Nob29sLTQ4MQ==,Kennesaw State University
Jorge,Perez Arocho,Jorge Perez Arocho,3.0,3.0,0.0,1,2188674,U2Nob29sLTQ4MQ==,Kennesaw State University
Robert,Miller,Robert Miller,0.0,0.0,-1.0,0,2188937,U2Nob29sLTQ4MQ==,Kennesaw State University
Blake,Ray,Blake Ray,3.6,2.9,50.0,8,2189957,U2Nob29sLTQ4MQ==,Kennesaw State University
Lydia,Laucella,Lydia Laucella,4.9,1.6,100.0,20,2190001,U2Nob29sLTQ4MQ==,Kennesaw State University
Kasey,Helton,Kasey Helton,0.0,0.0,-1.0,0,2190319,U2Nob29sLTQ4MQ==,Kennesaw State University
Olukayode,Karunwi,Olukayode Karunwi,3.6,2.9,73.3333,15,2190355,U2Nob29sLTQ4MQ==,Kennesaw State University
Adair,White-Johnson,Adair White-Johnson,2.4,2.8,50.0,10,2190838,U2Nob29sLTQ4MQ==,Kennesaw State University
Latitia,Spaulding,Latitia Spaulding,5.0,2.0,100.0,1,2190957,U2Nob29sLTQ4MQ==,Kennesaw State University
Jerushia,Graham,Jerushia Graham,2.5,2.0,50.0,4,2192854,U2Nob29sLTQ4MQ==,Kennesaw State University
Christopher,Johnson,Christopher Johnson,3.3,2.7,25.0,4,2193302,U2Nob29sLTQ4MQ==,Kennesaw State University
Jorge,Perez,Jorge Perez,0.0,0.0,-1.0,0,2193818,U2Nob29sLTQ4MQ==,Kennesaw State University
Jonathan,Grant,Jonathan Grant,5.0,1.0,100.0,1,2193985,U2Nob29sLTQ4MQ==,Kennesaw State University
Michael,Hendricks,Michael Hendricks,0.0,0.0,-1.0,0,2194118,U2Nob29sLTQ4MQ==,Kennesaw State University
Giovanni,Loreto,Giovanni Loreto,5.0,4.0,100.0,2,2195820,U2Nob29sLTQ4MQ==,Kennesaw State University
Matthew,Hale,Matthew Hale,4.9,1.7,100.0,27,2197146,U2Nob29sLTQ4MQ==,Kennesaw State University
Rebecca,Grant,Rebecca Grant,5.0,2.0,100.0,1,2197910,U2Nob29sLTQ4MQ==,Kennesaw State University
Ratnappuli,Kulasiri,Ratnappuli Kulasiri,3.0,3.0,50.0,2,2198011,U2Nob29sLTQ4MQ==,Kennesaw State University
Katherine (Kat),Gray,Katherine (Kat) Gray,4.1,2.0,80.0,10,2198111,U2Nob29sLTQ4MQ==,Kennesaw State University
Charity,Gordon,Charity Gordon,0.0,0.0,-1.0,0,2198998,U2Nob29sLTQ4MQ==,Kennesaw State University
Suttikon,Chompoonut,Suttikon Chompoonut,2.0,1.0,0.0,1,2199040,U2Nob29sLTQ4MQ==,Kennesaw State University
Stephanie,Wuertz,Stephanie Wuertz,0.0,0.0,-1.0,0,2200226,U2Nob29sLTQ4MQ==,Kennesaw State University
Julane,Contursi,Julane Contursi,2.7,2.7,33.3333,3,2200348,U2Nob29sLTQ4MQ==,Kennesaw State University
Stephanie,Kartalopoulos,Stephanie Kartalopoulos,2.3,3.9,35.0,20,2201081,U2Nob29sLTQ4MQ==,Kennesaw State University
Traci,Carte,Traci Carte,2.3,3.5,25.0,4,2201152,U2Nob29sLTQ4MQ==,Kennesaw State University
Emily,Hein-Warren,Emily Hein-Warren,4.7,2.3,100.0,6,2201868,U2Nob29sLTQ4MQ==,Kennesaw State University
Ronald,Mensah,Ronald Mensah,3.0,4.0,0.0,1,2202066,U2Nob29sLTQ4MQ==,Kennesaw State University
Chelsea,Feraco,Chelsea Feraco,5.0,1.0,100.0,1,2203311,U2Nob29sLTQ4MQ==,Kennesaw State University
Elizabeth,Bigler,Elizabeth Bigler,0.0,0.0,-1.0,0,2203610,U2Nob29sLTQ4MQ==,Kennesaw State University
Nada,Encisco,Nada Encisco,4.3,1.7,80.0,10,2203611,U2Nob29sLTQ4MQ==,Kennesaw State University
Ashli,Davis,Ashli Davis,5.0,4.2,100.0,5,2203701,U2Nob29sLTQ4MQ==,Kennesaw State University
Allison,Bennett,Allison Bennett,4.5,3.5,100.0,2,2203856,U2Nob29sLTQ4MQ==,Kennesaw State University
Salazec,Spratling,Salazec Spratling,3.5,1.5,50.0,2,2204759,U2Nob29sLTQ4MQ==,Kennesaw State University
Guy,Lagaud,Guy Lagaud,4.0,4.0,0.0,1,2205016,U2Nob29sLTQ4MQ==,Kennesaw State University
Jeff,Kirk,Jeff Kirk,5.0,2.5,100.0,6,2206137,U2Nob29sLTQ4MQ==,Kennesaw State University
Tomoko,Sommer,Tomoko Sommer,5.0,2.8,100.0,4,2206833,U2Nob29sLTQ4MQ==,Kennesaw State University
Abby,Balkema,Abby Balkema,5.0,1.2,100.0,24,2208392,U2Nob29sLTQ4MQ==,Kennesaw State University
Kathy,Scheer,Kathy Scheer,3.0,4.0,0.0,1,2209383,U2Nob29sLTQ4MQ==,Kennesaw State University
Milton,Truong,Milton Truong,3.3,3.5,62.5,16,2210584,U2Nob29sLTQ4MQ==,Kennesaw State University
Glynnis,Dorenzo,Glynnis Dorenzo,5.0,1.0,100.0,1,2210678,U2Nob29sLTQ4MQ==,Kennesaw State University
John,Riddle,John Riddle,4.5,3.0,100.0,2,2211679,U2Nob29sLTQ4MQ==,Kennesaw State University
Max,Crocker,Max Crocker,0.0,0.0,-1.0,0,2212165,U2Nob29sLTQ4MQ==,Kennesaw State University
Alfred,Eckford,Alfred Eckford,5.0,2.0,100.0,3,2214201,U2Nob29sLTQ4MQ==,Kennesaw State University
Laura,Ritter,Laura Ritter,5.0,3.0,100.0,1,2217238,U2Nob29sLTQ4MQ==,Kennesaw State University
Debra,Geist,Debra Geist,0.0,0.0,-1.0,0,2221486,U2Nob29sLTQ4MQ==,Kennesaw State University
Peter,Swanson,Peter Swanson,5.0,1.0,0.0,1,2222042,U2Nob29sLTQ4MQ==,Kennesaw State University
Brandi,Williams,Brandi Williams,0.0,0.0,-1.0,0,2222420,U2Nob29sLTQ4MQ==,Kennesaw State University
Hessam,Mirgolbabaei,Hessam Mirgolbabaei,5.0,3.0,100.0,2,2222812,U2Nob29sLTQ4MQ==,Kennesaw State University
Nathaniel,Widener,Nathaniel Widener,3.4,3.5,54.5455,22,2222951,U2Nob29sLTQ4MQ==,Kennesaw State University
Viviane,Niehoff,Viviane Niehoff,5.0,2.0,100.0,1,2222988,U2Nob29sLTQ4MQ==,Kennesaw State University
Christopher,Raymond,Christopher Raymond,4.7,2.1,100.0,8,2223253,U2Nob29sLTQ4MQ==,Kennesaw State University
Sarah,Matta,Sarah Matta,0.0,0.0,-1.0,0,2223280,U2Nob29sLTQ4MQ==,Kennesaw State University
Alexandra,Beneteau,Alexandra Beneteau,0.0,0.0,-1.0,0,2223820,U2Nob29sLTQ4MQ==,Kennesaw State University
Scorpio,Welch,Scorpio Welch,4.0,1.3,100.0,3,2223860,U2Nob29sLTQ4MQ==,Kennesaw State University
Kyra,Calhoun,Kyra Calhoun,4.8,1.2,75.0,4,2223981,U2Nob29sLTQ4MQ==,Kennesaw State University
Antwuan,Holloway,Antwuan Holloway,5.0,1.0,100.0,1,2224347,U2Nob29sLTQ4MQ==,Kennesaw State University
Paula,Axford,Paula Axford,5.0,1.5,100.0,2,2226185,U2Nob29sLTQ4MQ==,Kennesaw State University
Andrew,Dewar,Andrew Dewar,3.9,2.9,75.0,24,2226195,U2Nob29sLTQ4MQ==,Kennesaw State University
Luwanda,Scott Vaught,Luwanda Scott Vaught,0.0,0.0,-1.0,0,2226332,U2Nob29sLTQ4MQ==,Kennesaw State University
Behnam,Aryafar,Behnam Aryafar,0.0,0.0,-1.0,0,2228281,U2Nob29sLTQ4MQ==,Kennesaw State University
Olubi,Omotunde,Olubi Omotunde,3.2,3.1,42.8571,7,2228999,U2Nob29sLTQ4MQ==,Kennesaw State University
Pratikshya,Parajuli,Pratikshya Parajuli,3.2,3.4,60.0,5,2229333,U2Nob29sLTQ4MQ==,Kennesaw State University
Junggab,Son,Junggab Son,4.3,3.3,87.5,7,2230112,U2Nob29sLTQ4MQ==,Kennesaw State University
Jonathan,Hogarth,Jonathan Hogarth,4.6,2.4,100.0,5,2230198,U2Nob29sLTQ4MQ==,Kennesaw State University
Robert,Johnson,Robert Johnson,3.5,3.0,60.0,15,2230879,U2Nob29sLTQ4MQ==,Kennesaw State University
Robert,Sweeting,Robert Sweeting,2.5,2.5,0.0,2,2234894,U2Nob29sLTQ4MQ==,Kennesaw State University
John,Gaddy,John Gaddy,4.8,1.2,100.0,4,2235392,U2Nob29sLTQ4MQ==,Kennesaw State University
Jennifer,Solohub,Jennifer Solohub,1.0,4.0,0.0,2,2237720,U2Nob29sLTQ4MQ==,Kennesaw State University
Angela,Davenport,Angela Davenport,2.4,2.6,40.0,5,2238605,U2Nob29sLTQ4MQ==,Kennesaw State University
Andrea,Melo,Andrea Melo,5.0,2.0,100.0,1,2238711,U2Nob29sLTQ4MQ==,Kennesaw State University
Elsina,Hagan,Elsina Hagan,2.5,3.7,33.3333,6,2239994,U2Nob29sLTQ4MQ==,Kennesaw State University
Benjamin,Moss,Benjamin Moss,4.5,3.5,100.0,2,2240068,U2Nob29sLTQ4MQ==,Kennesaw State University
Bob,Barr,Bob Barr,2.3,2.8,25.0,4,2240647,U2Nob29sLTQ4MQ==,Kennesaw State University
Ronald,Enz,Ronald Enz,4.5,1.0,100.0,2,2241678,U2Nob29sLTQ4MQ==,Kennesaw State University
Julia,LeCher,Julia LeCher,3.7,4.2,66.6667,6,2241699,U2Nob29sLTQ4MQ==,Kennesaw State University
Samuel,Afuwape,Samuel Afuwape,0.0,0.0,-1.0,0,2241815,U2Nob29sLTQ4MQ==,Kennesaw State University
Hesom,Parhizkar,Hesom Parhizkar,4.0,3.0,100.0,1,2242120,U2Nob29sLTQ4MQ==,Kennesaw State University
Victor,Kane,Victor Kane,0.0,0.0,-1.0,0,2242146,U2Nob29sLTQ4MQ==,Kennesaw State University
Erica,Strope,Erica Strope,4.0,3.0,100.0,2,2243188,U2Nob29sLTQ4MQ==,Kennesaw State University
Hyesung,Park,Hyesung Park,4.7,3.5,100.0,8,2245563,U2Nob29sLTQ4MQ==,Kennesaw State University
Dhiraj,Gharana,Dhiraj Gharana,1.3,3.7,0.0,3,2245726,U2Nob29sLTQ4MQ==,Kennesaw State University
Byeong,Chun,Byeong Chun,3.3,3.0,66.6667,3,2247940,U2Nob29sLTQ4MQ==,Kennesaw State University
Gail,Makrle,Gail Makrle,0.0,0.0,-1.0,0,2248099,U2Nob29sLTQ4MQ==,Kennesaw State University
John,Sweigart,John Sweigart,1.8,4.0,0.0,5,2248509,U2Nob29sLTQ4MQ==,Kennesaw State University
Haley,Bobo,Haley Bobo,4.3,1.7,85.7143,7,2249170,U2Nob29sLTQ4MQ==,Kennesaw State University
Blake,Lanier,Blake Lanier,5.0,3.5,100.0,2,2250028,U2Nob29sLTQ4MQ==,Kennesaw State University
Michael,Rothlisberger,Michael Rothlisberger,4.5,3.3,100.0,4,2251823,U2Nob29sLTQ4MQ==,Kennesaw State University
Clarice,Moran,Clarice Moran,5.0,2.5,100.0,2,2251881,U2Nob29sLTQ4MQ==,Kennesaw State University
Ashley,McGowan,Ashley McGowan,1.0,2.0,0.0,2,2253330,U2Nob29sLTQ4MQ==,Kennesaw State University
Lara,Smith-Sitton,Lara Smith-Sitton,4.8,3.2,100.0,5,2253720,U2Nob29sLTQ4MQ==,Kennesaw State University
Jeffery,Kirk,Jeffery Kirk,5.0,2.0,100.0,2,2253982,U2Nob29sLTQ4MQ==,Kennesaw State University
Samantha,Heuwagen,Samantha Heuwagen,4.4,2.4,85.7143,14,2254016,U2Nob29sLTQ4MQ==,Kennesaw State University
Toni,Muhammad,Toni Muhammad,1.0,5.0,0.0,1,2254130,U2Nob29sLTQ4MQ==,Kennesaw State University
Matthew,Burke,Matthew Burke,0.0,0.0,-1.0,0,2255031,U2Nob29sLTQ4MQ==,Kennesaw State University
Angela,Nava,Angela Nava,3.8,3.3,68.4211,19,2255477,U2Nob29sLTQ4MQ==,Kennesaw State University
Chad,Leverenz,Chad Leverenz,3.0,3.0,100.0,1,2256396,U2Nob29sLTQ4MQ==,Kennesaw State University
Maggie,Aduddell-Hunt,Maggie Aduddell-Hunt,5.0,3.0,100.0,1,2256473,U2Nob29sLTQ4MQ==,Kennesaw State University
Sherry,Ni,Sherry Ni,4.0,2.0,100.0,1,2257084,U2Nob29sLTQ4MQ==,Kennesaw State University
Sandee,Chamberlain,Sandee Chamberlain,4.0,2.3,75.0,3,2257205,U2Nob29sLTQ4MQ==,Kennesaw State University
Chunmin,Dong,Chunmin Dong,0.0,0.0,-1.0,0,2257508,U2Nob29sLTQ4MQ==,Kennesaw State University
Beverly,Crank,Beverly Crank,3.4,2.6,60.0,5,2258079,U2Nob29sLTQ4MQ==,Kennesaw State University
Stuart,Slutzsky,Stuart Slutzsky,0.0,0.0,-1.0,0,2259022,U2Nob29sLTQ4MQ==,Kennesaw State University
Ashok,Vairavan,Ashok Vairavan,0.0,0.0,100.0,0,2260356,U2Nob29sLTQ4MQ==,Kennesaw State University
Susan,Munoz,Susan Munoz,4.8,2.2,100.0,5,2262604,U2Nob29sLTQ4MQ==,Kennesaw State University
Suzanna,Roman,Suzanna Roman,4.4,2.0,100.0,5,2265044,U2Nob29sLTQ4MQ==,Kennesaw State University
Keri,McDonald,Keri McDonald,5.0,1.5,100.0,6,2266408,U2Nob29sLTQ4MQ==,Kennesaw State University
Yvonne,Jende,Yvonne Jende,5.0,2.0,100.0,1,2267206,U2Nob29sLTQ4MQ==,Kennesaw State University
David,Worrall,David Worrall,4.8,1.4,100.0,7,2268437,U2Nob29sLTQ4MQ==,Kennesaw State University
Lee,Woodham Langub,Lee Woodham Langub,0.0,0.0,-1.0,0,2270202,U2Nob29sLTQ4MQ==,Kennesaw State University
Cristina,Dinella,Cristina Dinella,5.0,3.0,100.0,1,2270286,U2Nob29sLTQ4MQ==,Kennesaw State University
Shelia,Hill,Shelia Hill,5.0,3.0,100.0,1,2270675,U2Nob29sLTQ4MQ==,Kennesaw State University
Shannan,Rivera,Shannan Rivera,4.7,2.3,85.7143,7,2270860,U2Nob29sLTQ4MQ==,Kennesaw State University
Yeju,Choi,Yeju Choi,4.0,2.3,100.0,3,2271413,U2Nob29sLTQ4MQ==,Kennesaw State University
Chao,Mei,Chao Mei,4.3,2.0,100.0,3,2271948,U2Nob29sLTQ4MQ==,Kennesaw State University
Crystal,Money,Crystal Money,5.0,2.5,100.0,2,2272645,U2Nob29sLTQ4MQ==,Kennesaw State University
Joseph,Yan,Joseph Yan,2.4,4.0,23.0769,13,2273430,U2Nob29sLTQ4MQ==,Kennesaw State University
Pamela,Balentine,Pamela Balentine,4.6,3.2,100.0,12,2274867,U2Nob29sLTQ4MQ==,Kennesaw State University
Kathryn,Shields,Kathryn Shields,0.0,0.0,-1.0,0,2274946,U2Nob29sLTQ4MQ==,Kennesaw State University
Dena,Henry,Dena Henry,2.7,4.3,0.0,3,2275031,U2Nob29sLTQ4MQ==,Kennesaw State University
Melissa,Nink,Melissa Nink,4.9,2.0,100.0,16,2275748,U2Nob29sLTQ4MQ==,Kennesaw State University
Billy Joe,Britt,Billy Joe Britt,1.0,3.5,0.0,2,2276953,U2Nob29sLTQ4MQ==,Kennesaw State University
Terri,Elhaddaoui,Terri Elhaddaoui,4.2,3.0,100.0,4,2279921,U2Nob29sLTQ4MQ==,Kennesaw State University
Anna,Yeboah,Anna Yeboah,3.4,3.5,51.5152,33,2280014,U2Nob29sLTQ4MQ==,Kennesaw State University
Marvin,Smith,Marvin Smith,3.0,3.0,100.0,1,2280266,U2Nob29sLTQ4MQ==,Kennesaw State University
Carlos,Cepeda Mora,Carlos Cepeda Mora,2.2,2.8,33.3333,6,2280520,U2Nob29sLTQ4MQ==,Kennesaw State University
Michael,Redd,Michael Redd,0.0,0.0,-1.0,0,2280894,U2Nob29sLTQ4MQ==,Kennesaw State University
Amber,Timms,Amber Timms,4.9,2.7,100.0,10,2282489,U2Nob29sLTQ4MQ==,Kennesaw State University
Moazzam,Khan,Moazzam Khan,1.5,4.2,16.6667,6,2282512,U2Nob29sLTQ4MQ==,Kennesaw State University
Apeksha,Ponna,Apeksha Ponna,2.0,3.8,25.0,4,2282565,U2Nob29sLTQ4MQ==,Kennesaw State University
Matthew,Khoury,Matthew Khoury,4.5,2.5,50.0,2,2282861,U2Nob29sLTQ4MQ==,Kennesaw State University
Nathanial,Widener,Nathanial Widener,4.0,3.0,66.6667,3,2283771,U2Nob29sLTQ4MQ==,Kennesaw State University
Edwin,Njonguo,Edwin Njonguo,3.0,3.7,33.3333,3,2284243,U2Nob29sLTQ4MQ==,Kennesaw State University
Susan,Crews,Susan Crews,0.0,0.0,-1.0,0,2285315,U2Nob29sLTQ4MQ==,Kennesaw State University
BJ,Britt,BJ Britt,1.1,4.3,0.0,12,2285531,U2Nob29sLTQ4MQ==,Kennesaw State University
